2020-08-06 05:45:04.178793,8778488.895292133,10900794.43974506
2020-08-06 06:45:03.818858,7816988.799141981,11501845.172277873
2020-08-06 07:45:04.479091,8319072.361426376,11301412.567455145
2020-08-06 08:45:03.728423,9600352.977354305,8264577.9281686675
2020-08-06 09:45:04.405208,4762341.4517428465,2402390.4853434
2020-08-06 10:45:03.887495,12946716.78096883,11782054.938998511
2020-08-06 11:45:04.140160,8199993.49791876,11635686.238537053
2020-08-06 12:45:04.084658,5662473.262671483,5661078.1111387415
2020-08-06 13:45:04.037128,10374468.27213844,11953614.033058086
2020-08-06 14:45:07.412515,167324.41395027805,300313.16319989774
2020-08-06 15:45:04.414884,4568442.846413193,11467448.544664646
2020-08-06 16:45:03.507086,2870961.7519642534,8751757.234148309
2020-08-06 17:45:04.326555,1617915.8519699918,9316190.08208084
2020-08-06 18:45:05.571440,2231709.489439139,8320352.364687449
2020-08-06 19:45:03.656173,5815641.244339504,8340076.860027464
2020-08-06 20:45:03.838561,4263980.480531396,11707460.576210478
2020-08-06 21:45:04.337375,1864474.6478773684,9126141.838011479
2020-08-06 22:45:04.018679,6215033.586506991,9409569.788474785
2020-08-06 23:45:04.268506,9463293.01993627,10979666.205662485
2020-08-07 00:45:04.493847,1904611.2930393943,6336047.84409175
2020-08-07 01:45:05.461430,2805751.5858077663,1662083.6854044178
2020-08-07 02:45:03.999560,3756558.4988656645,7694751.612713025
2020-08-07 03:45:03.750229,7401929.078240103,5678034.812352735
2020-08-07 04:45:03.494714,646070.4709997518,1368421.1350730346
2020-08-07 05:45:03.440527,2873437.117007078,1863000.2703589501
2020-08-07 06:45:04.148123,4177126.2585371225,11564544.532086179
2020-08-07 07:45:04.509441,2996126.0217235135,5174603.6321340455
2020-08-07 08:45:03.685373,2316035.5315993126,9200538.218947891
2020-08-07 09:45:03.573422,2045071.8026304976,2419239.8991567492
2020-08-07 10:45:04.538007,2113168.5606923383,1893803.2496153314
2020-08-07 11:45:03.951956,2444738.5337288273,11303238.41462258
2020-08-07 12:45:04.108992,2563429.2650358207,9293824.845727654
2020-08-07 13:45:03.553279,4432247.131827626,11568893.656493166
2020-08-07 14:45:04.321247,3076920.9239197685,7388552.836196654
2020-08-07 15:45:03.546540,588031.2962326034,983904.8052019468
2020-08-07 16:45:04.129115,3944327.41718011,1977094.6379602312
2020-08-07 17:45:04.165643,5705766.818181795,4158320.2898603724
2020-08-07 18:45:03.851772,648703.8385245248,8828751.565239824
2020-08-07 19:45:04.335404,619378.3294175126,5405840.863155827
2020-08-07 20:45:03.928877,5988059.975318919,5796273.514856672
2020-08-07 21:45:03.438574,2118655.7273217756,2934662.727633545
2020-08-07 22:45:03.666293,11125286.770516045,9396778.083767252
2020-08-07 23:45:04.123479,4519001.265333227,10605207.67591541
